0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"LSU @ Tampa, Fla.",L 0 - 3,3,1,1,1,6,,,,,,,,1,1,1.5,,
08/26/2017,@ South Fla.,L 0 - 3,3,1,3,2,10,0.100,,,,2,1,,2,2,4.0,,
08/26/2017,"Northwestern @ Tampa, Fla.",L 0 - 3,3,1,1,0,3,0.333,,,,,1,,,1,1.0,1,
08/29/2017,Central Baptist,W 3 - 0,3,1,5,0,11,0.455,,1,,4,1,1,,1,7.0,,
09/01/2017,@ Evansville,L 0 - 3,3,1,6,1,12,0.417,,,,1,,,1,,6.5,,
09/01/2017,@ Southeast Mo. St.,L 0 - 3,3,1,2,2,8,,,,,1,,,1,,2.5,,
09/02/2017,@ Morgan St.,L 1 - 3,3,1,4,0,5,0.800,,,,1,,1,6,,8.0,,
09/08/2017,@ Louisiana Tech,L 0 - 3,3,1,1,1,3,,,,,,,,,,1.0,,
09/08/2017,"Sam Houston St. @ Ruston, La.",L 0 - 3,1,1,1,0,2,0.500,,,,,,,1,1,1.5,,
09/09/2017,"Memphis @ Ruston, La.",L 0 - 3,2,1,3,1,5,0.400,,,,1,,,,1,3.0,,
09/15/2017,Air Force @ Greeley,L 0 - 3,3,1,1,2,11,-0.091,1,,,1,,,2,1,2.0,,
09/15/2017,@ South Dakota,L 0 - 3,3,1,1,1,5,,,,,1,,,,1,1.0,,
09/16/2017,@ Northern Colo.,L 0 - 3,3,1,2,2,8,,,,,,,,1,,2.5,,
09/22/2017,"Mississippi Val. @ Houston, Texas",W 3 - 0,3,1,9,1,13,0.615,,,,2,,,2,1,10.0,,
09/22/2017,"Jackson St. @ Houston, Texas",L 1 - 3,4,1,9,5,22,0.182,,,1,,,3,3,,13.5,,
09/23/2017,"Alcorn @ Houston, Texas",W 3 - 0,3,1,4,0,11,0.364,,,,4,,1,2,2,6.0,,
09/23/2017,"Alabama St. @ Houston, Texas",L 1 - 3,4,1,6,3,14,0.214,,1,,1,,2,4,1,11.0,,
09/24/2017,"Alabama A&M @ Houston, Texas",L 1 - 3,4,1,9,4,22,0.227,,,,1,,1,,1,10.0,,
10/05/2017,Southern U.,W 3 - 0,3,1,4,2,12,0.167,,,,1,,,4,,6.0,,
10/08/2017,@ Texas Southern,L 0 - 3,3,1,9,1,13,0.615,1,,,,,,2,,10.0,,
10/09/2017,@ Prairie View,W 3 - 1,4,1,8,2,20,0.300,,,,,,,2,1,9.0,,
10/20/2017,"Mississippi Val. @ Montgomery, Ala.",W 3 - 0,2,1,8,2,17,0.353,1,,,,,,,,8.0,,
10/20/2017,"Jackson St. @ Montgomery, Ala.",W 3 - 0,3,1,9,0,11,0.818,2,,,,,1,1,,10.5,,
10/21/2017,"Alcorn @ Montgomery, Ala.",W 3 - 0,2,1,1,1,2,,,,,1,,,1,,1.5,,
10/21/2017,@ Alabama St.,L 0 - 3,3,1,2,2,15,,,,,1,,3,,1,5.0,,
10/22/2017,"Alabama A&M @ Montgomery, Ala.",W 3 - 1,4,1,5,4,14,0.071,1,,,1,,1,5,,8.5,,
10/26/2017,Grambling,L 2 - 3,5,1,6,2,20,0.200,,,,,,1,3,,8.5,,
11/02/2017,@ Southern U.,L 2 - 3,5,1,4,4,28,,,,,,,1,1,2,5.5,,
11/05/2017,Texas Southern,W 3 - 0,3,1,5,2,13,0.231,,,,1,,2,1,,7.5,,
11/06/2017,Prairie View,W 3 - 1,4,1,5,5,17,,,,,2,,2,2,,8.0,,
11/09/2017,@ Grambling,W 3 - 0,3,1,10,2,13,0.615,,,,,,,3,1,11.5,,
11/17/2017,"Grambling @ Jackson, Miss.",W 3 - 1,4,1,5,3,19,0.105,,,,1,,1,4,1,8.0,,
11/18/2017,"Alabama St. @ Jackson, Miss.",L 0 - 3,3,1,1,0,11,0.091,,,,,,,,,1.0,,
