0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"Niagara @ Syracuse, N.Y.",W 3 - 1,4,,58,25,164,0.201,56,4,8,84,1,3,14,2,72.0,,
08/26/2017,@ Syracuse,W 3 - 0,3,,56,16,156,0.256,51,6,5,74,4,3,4,1,67.0,,
08/26/2017,"Siena @ Syracuse, N.Y.",W 3 - 0,3,,43,12,88,0.352,40,6,5,40,1,1,12,,56.0,,
09/01/2017,"Temple @ Albany, N.Y.",W 3 - 0,3,,43,14,101,0.287,41,7,6,48,2,5,8,4,59.0,1,
09/02/2017,@ Albany (NY),W 3 - 1,4,,49,22,139,0.194,42,7,9,52,1,2,8,1,62.0,3,
09/02/2017,"St. John's (NY) @ Albany, N.Y.",L 0 - 3,3,,46,30,139,0.115,46,5,11,48,4,,4,3,53.0,,
09/08/2017,"Little Rock @ Nacogdoches, Texas",W 3 - 1,4,,68,19,163,0.301,68,6,8,68,1,2,10,2,81.0,3,
09/08/2017,"Tulsa @ Nacogdoches, Texas",W 3 - 0,3,,44,13,116,0.267,44,6,7,56,,,14,2,57.0,3,
09/09/2017,@ SFA,L 1 - 3,4,,49,26,141,0.163,46,6,12,49,8,4,12,3,65.0,4,
09/15/2017,Stony Brook,L 1 - 3,4,,57,29,186,0.151,54,5,4,96,3,2,8,,68.0,,
09/16/2017,"La Salle @ Hamilton, N.Y.",W 3 - 0,3,,41,13,98,0.286,35,2,7,40,4,5,14,,55.0,,
09/16/2017,Cornell,W 3 - 0,3,,48,13,110,0.318,43,3,2,57,4,1,10,,57.0,,
09/22/2017,@ Lehigh,L 0 - 3,3,,35,19,106,0.151,33,3,5,47,7,3,2,1,42.0,,
09/23/2017,@ Bucknell,L 1 - 3,4,,53,19,136,0.250,47,6,4,61,6,1,8,5,64.0,,
09/29/2017,Navy,L 0 - 3,3,,34,26,122,0.066,28,4,4,53,6,,6,1,41.0,,
09/30/2017,Loyola Maryland,L 2 - 3,5,,56,21,155,0.226,54,4,11,73,4,6,14,,73.0,,
10/06/2017,@ Army West Point,L 0 - 3,3,,27,20,112,0.062,25,4,6,44,4,2,10,2,38.0,1,
10/07/2017,@ Holy Cross,W 3 - 0,3,,42,14,106,0.264,33,3,11,38,3,3,10,,53.0,3,
10/13/2017,@ Lafayette,W 3 - 1,4,,60,13,140,0.336,54,9,8,72,9,2,14,1,78.0,4,
10/14/2017,American,L 2 - 3,5,,61,27,182,0.187,59,5,12,64,4,1,16,,75.0,,
10/20/2017,Bucknell,W 3 - 1,4,,63,29,178,0.191,59,5,3,78,5,5,14,1,80.0,,
10/21/2017,Lehigh,W 3 - 0,3,,42,16,110,0.236,42,4,3,48,1,,6,,49.0,,
10/28/2017,@ Navy,W 3 - 2,5,,72,26,181,0.254,70,3,5,79,12,3,8,1,82.0,4,
10/29/2017,@ Loyola Maryland,W 3 - 0,3,,43,19,123,0.195,39,3,2,61,4,6,8,2,56.0,3,
11/04/2017,Holy Cross,W 3 - 1,4,,54,19,132,0.265,51,6,9,57,8,1,16,,69.0,,
11/05/2017,Army West Point,W 3 - 1,4,,55,13,120,0.350,52,7,2,51,1,1,6,,66.0,,
11/10/2017,@ American,L 0 - 3,3,,25,15,77,0.130,25,2,5,27,10,,6,,30.0,3,
11/12/2017,Lafayette,W 3 - 0,3,,45,15,107,0.280,43,8,4,48,,,6,,56.0,,
11/30/2017,Towson,L 2 - 3,5,,61,26,181,0.193,58,1,8,83,2,3,14,1,72.0,,
