0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,@ Ole Miss,W 3 - 0,3,1,,2,1,12,0.083,,,,4,,,3,,3.5,,
08/31/2019,"UCF @ Oxford, Miss.",W 3 - 0,1,1,,1,0,4,0.250,,,,,1,,,,1.0,,
09/03/2019,@ Texas St.,W 3 - 0,3,1,,1,2,10,-0.100,1,,,1,,,3,,2.5,,
09/06/2019,LMU (CA),W 3 - 1,4,1,,5,1,14,0.286,,,,3,,,3,,6.5,,
09/07/2019,LMU (CA),W 3 - 1,4,1,,1,4,8,-0.375,,,1,2,1,,,,1.0,,
09/07/2019,Abilene Christian,W 3 - 0,2,1,,7,1,13,0.462,,,,,,,,,7.0,,
09/10/2019,@ Houston Baptist,W 3 - 0,3,1,,8,0,13,0.615,,,,1,,,1,,8.5,,
09/13/2019,"Ark.-Pine Bluff @ Jonesboro, Ark.",W 3 - 0,3,1,,6,1,12,0.417,1,,,5,,,1,,6.5,,
09/13/2019,@ Arkansas St.,W 3 - 1,2,1,,0,2,7,-0.286,,,,,,,,,,,
09/14/2019,"SFA @ Joneboro, Ark.",L 2 - 3,2,1,,0,1,3,-0.333,,,,,,,,,,,
09/18/2019,Texas,W 3 - 2,3,1,,3,1,7,0.286,,,,,,,,,3.0,,
09/21/2019,TCU,W 3 - 0,,,,,,,,,,,,,,,,,,
09/27/2019,UTEP,W 3 - 0,3,1,,3,2,8,0.125,1,,,1,,,1,,3.5,,
09/29/2019,@ North Texas,W 3 - 0,1,1,,1,0,2,0.500,,,,,,,,,1.0,,
10/04/2019,UTSA,W 3 - 0,2,1,,1,1,5,,,,,,,,,,1.0,,
10/11/2019,Southern Miss.,W 3 - 0,2,1,,10,3,17,0.412,,,,3,1,,,,10.0,,
10/13/2019,Middle Tenn.,W 3 - 0,2,1,,2,1,4,0.250,,1,,1,,,1,,3.5,,
10/18/2019,@ Marshall,W 3 - 0,3,1,,6,2,15,0.267,,,,,,,,,6.0,,
10/20/2019,@ Louisiana Tech,W 3 - 0,2,1,,1,0,4,0.250,,,,,,,,,1.0,,
10/27/2019,FIU,W 3 - 1,4,1,,6,6,16,,,,,2,,,,,6.0,,
11/01/2019,@ Charlotte,W 3 - 0,3,1,,4,3,13,0.077,,,,1,,,,,4.0,,
11/03/2019,@ UAB,W 3 - 0,3,1,,1,1,5,,,,,1,1,,,,1.0,,
11/08/2019,Fla. Atlantic,W 3 - 0,3,1,,6,3,12,0.250,,,,,,,1,,6.5,,
11/10/2019,Western Ky.,L 2 - 3,5,1,,11,4,26,0.269,,,,4,,,3,,12.5,,
11/14/2019,@ UTSA,W 3 - 0,3,1,,5,2,14,0.214,,,,2,,,,,5.0,,
11/16/2019,@ UTEP,W 3 - 0,3,1,,2,3,6,-0.167,,,,,,,2,,3.0,,
11/22/2019,"UTEP @ Houston, Texas",W 3 - 1,4,1,,8,3,20,0.250,1,,,1,,,4,,10.0,,
11/23/2019,"UTSA @ Houston, Texas",W 3 - 1,4,1,,3,3,11,,,,,,,,1,,3.5,,
11/24/2019,"Western Ky. @ Houston, Texas",L 2 - 3,5,1,,1,3,14,-0.143,1,,,3,1,,2,,2.0,,
12/05/2019,"Oklahoma @ College Station, TX",W 3 - 0,3,1,,8,4,21,0.190,,,,4,,,,,8.0,,
12/06/2019,@ Texas A&M,L 1 - 3,4,1,,3,6,22,-0.136,,,,1,1,,2,,4.0,,
