0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,Seton Hall,L 2 - 3,5,1,7,3,25,0.160,,,2,3,1,1,2,,9.0,,
08/26/2017,Northwestern St.,W 3 - 0,1,1,0,0,0,,,,,,,,,,,,
08/26/2017,Colorado,L 1 - 3,,,,,,,,,,,,,,,,,
09/01/2017,@ Ohio,L 2 - 3,5,1,5,1,11,0.364,1,,1,2,1,,8,,9.0,,
09/01/2017,"High Point @ Athens, Ohio",L 0 - 3,3,1,1,2,5,-0.200,1,,,1,,,2,,2.0,,
09/02/2017,"Georgia @ Athens, Ohio",L 0 - 3,3,1,5,2,8,0.375,,,1,1,,,3,,6.5,,
09/08/2017,"Nicholls St. @ New Orleans, La.",W 3 - 0,,,,,,,,,,,,,,,,,
09/09/2017,@ Tulane,L 1 - 3,4,1,2,3,11,-0.091,1,,1,,1,1,4,,5.0,,
09/09/2017,"Southern Miss. @ New Orleans, La.",W 3 - 1,4,1,4,3,15,0.067,,,,2,,2,5,1,8.5,,
09/14/2017,"Washington @ College Park, Md.",L 0 - 3,3,1,5,4,15,0.067,,,,1,,,1,1,5.5,,
09/15/2017,@ Maryland,L 0 - 3,3,1,2,1,9,0.111,,,,3,,,2,,3.0,,
09/15/2017,"Southern California @ College Park, Md.",L 1 - 3,4,1,1,1,10,,1,1,3,2,,,,1,2.0,,
09/20/2017,Kansas St.,L 2 - 3,5,1,6,2,12,0.333,1,,1,1,,1,1,2,7.5,,
09/23/2017,@ Iowa St.,L 1 - 3,4,1,5,1,13,0.308,1,,3,3,,,4,,7.0,,
09/27/2017,@ North Texas,L 0 - 3,3,1,6,2,13,0.308,,,1,1,,,7,,9.5,,
09/30/2017,@ Baylor,L 1 - 3,4,1,6,4,22,0.091,,,,1,1,,,,6.0,,
10/04/2017,Texas Tech,W 3 - 0,,,,,,,,,,,,,,,,,
10/07/2017,Kansas,L 1 - 3,2,1,1,1,4,,,,,,,,,,1.0,,
10/13/2017,@ West Virginia,L 1 - 3,,,,,,,,,,,,,,,,,
10/18/2017,@ TCU,W 3 - 0,,,,,,,,,,,,,,,,,
10/22/2017,Texas,L 1 - 3,1,1,0,0,0,,,,,,,,,,,,
10/25/2017,@ Kansas,L 2 - 3,,,,,,,,,,,,,,,,,
10/28/2017,Baylor,L 0 - 3,1,1,0,0,0,,,,,,,,,,,,
11/04/2017,West Virginia,W 3 - 2,3,1,3,0,4,0.750,,,,1,,,,,3.0,,
11/08/2017,@ Texas Tech,W 3 - 1,1,1,1,1,2,,,,,,,,,,1.0,,
11/15/2017,Iowa St.,L 0 - 3,2,1,1,0,1,1.000,,,,,,1,1,,2.5,,
11/18/2017,@ Kansas St.,L 0 - 3,1,1,0,0,1,,,,,,,,,,,,
11/22/2017,@ Texas,L 0 - 3,1,1,2,1,4,0.250,,,,,,,,,2.0,,
11/25/2017,TCU,L 0 - 3,2,1,0,1,6,-0.167,,,,,,,,,,,
