Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
08242018,@ Western Caro.,L 0 - 3,3,36,17,109,0.174,34,2,4,42,5,2,8,0,44.0
08252018,"Middle Tenn. @ Cullowhee,N.C.",L 1 - 3,4,38,21,158,0.10800000000000001,32,5,12,54,5,4,20,3,57.0
08252018,"Charleston So. @ Cullowhee,N.C.",L 0 - 3,3,33,19,141,0.099,33,2,4,66,5,0,12,0,41.0
08312018,"Campbell @ Blacksburg, Va.",L 1 - 3,4,48,17,130,0.23800000000000002,44,10,12,52,12,0,6,0,61.0
08312018,"William & Mary @ Blacksburg, Va.",L 1 - 3,4,45,29,148,0.10800000000000001,40,3,6,66,4,4,12,1,58.0
09012018,@ Virginia Tech,L 1 - 3,4,39,11,129,0.217,36,3,8,62,13,0,10,0,47.0
09042018,Kent St.,W 3 - 2,5,46,21,145,0.172,43,7,13,67,4,1,16,4,62.0
09072018,"Loyola Maryland @ Baltimore, Md.",W 3 - 2,5,66,22,192,0.22899999999999998,60,8,12,86,5,2,18,0,85.0
09072018,@ UMBC,W 3 - 2,5,56,18,159,0.239,48,7,10,60,7,0,14,1,70.0
09082018,"James Madison @ Baltimore, Md.",L 0 - 3,3,34,13,110,0.191,32,2,1,40,6,0,2,1,37.0
09112018,Youngstown St.,W 3 - 1,4,56,15,131,0.313,51,12,11,57,7,2,8,0,74.0
09142018,Eastern Mich.,W 3 - 2,5,60,34,213,0.122,58,6,10,102,4,1,10,6,72.0
09152018,Houston,W 3 - 2,5,48,23,153,0.163,46,8,13,59,3,3,8,3,63.0
09152018,Purdue Fort Wayne,L 1 - 3,4,47,28,128,0.14800000000000002,46,4,8,44,4,0,12,4,57.0
09212018,@ Central Conn. St.,L 0 - 3,3,38,19,94,0.20199999999999999,35,3,4,34,7,2,6,1,46.0
09222018,@ Bryant,L 2 - 3,5,47,27,173,0.11599999999999999,42,5,9,80,7,6,12,2,64.0
09282018,@ Saint Francis (PA),L 1 - 3,4,48,28,161,0.124,47,6,7,81,4,0,14,0,61.0
10052018,St. Francis Brooklyn,W 3 - 1,4,51,19,124,0.258,47,9,11,46,6,2,16,1,70.0
10062018,LIU,L 1 - 3,4,50,33,162,0.105,48,6,17,66,4,4,10,2,65.0
10092018,@ Duquesne,L 0 - 3,3,45,18,132,0.205,41,4,10,55,5,3,10,0,57.0
10122018,@ Fairleigh Dickinson,W 3 - 0,3,47,16,115,0.27,45,4,7,53,5,1,6,1,55.0
10132018,@ Sacred Heart,L 1 - 3,4,43,16,119,0.22699999999999998,39,8,16,47,7,0,12,1,57.0
10192018,Central Conn. St.,L 1 - 3,4,50,29,170,0.124,45,7,7,74,7,2,12,1,65.0
10202018,Bryant,L 2 - 3,5,57,20,170,0.218,53,4,8,68,3,2,22,1,74.0
10262018,@ St. Francis Brooklyn,L 2 - 3,5,56,25,154,0.201,55,10,8,71,4,2,6,6,71.0
10272018,@ LIU,W 3 - 1,4,49,25,140,0.171,49,6,7,64,4,3,22,2,69.0
11022018,Saint Francis (PA),W 3 - 0,3,35,13,83,0.265,27,9,7,37,5,0,16,1,52.0
11092018,Fairleigh Dickinson,W 3 - 0,3,43,12,108,0.287,40,3,9,64,3,1,4,1,49.0
11102018,Sacred Heart,L 1 - 3,4,37,17,125,0.16,35,8,10,43,6,5,22,1,61.0
