Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
08262016,@ Oregon,W 3 - 1,4,57,16,144,0.285,53,3,5,63,6,0,8,2,64.0
08272016,"Nebraska @ Eugene, Ore.",L 0 - 3,3,33,18,107,0.14,31,0,2,40,7,1,8,1,38.0
09012016,UTSA,W 3 - 0,3,41,15,93,0.28,36,4,11,39,3,2,16,0,55.0
09012016,Lipscomb,W 3 - 1,4,57,12,129,0.349,49,5,11,45,5,1,20,1,73.0
09022016,Army West Point,W 3 - 0,3,45,15,108,0.278,44,5,9,49,1,1,12,2,57.0
09032016,Miami (FL),W 3 - 0,3,50,6,89,0.494,45,4,12,34,3,2,14,0,63.0
09092016,@ Colorado St.,W 3 - 0,3,45,16,99,0.293,45,4,8,34,7,4,6,2,56.0
09102016,"Wichita St. @ Fort Collins, Colo.",W 3 - 1,4,61,14,136,0.34600000000000003,55,2,5,49,4,3,12,1,72.0
09142016,Texas A&M,W 3 - 0,3,41,12,95,0.305,39,5,7,35,3,1,14,1,54.0
09182016,Wisconsin,L 2 - 3,5,64,29,167,0.21,58,5,12,64,9,3,16,5,80.0
09202016,@ West Virginia,W 3 - 1,4,57,12,131,0.344,52,2,8,52,3,3,28,3,76.0
09242016,Kansas,W 3 - 1,4,61,14,134,0.35100000000000003,60,3,6,57,2,3,12,1,73.0
09282016,@ Oklahoma,W 3 - 1,4,66,14,149,0.349,61,2,5,57,4,2,10,4,75.0
10012016,@ Kansas St.,W 3 - 2,5,66,19,159,0.29600000000000004,63,4,11,67,4,1,22,2,82.0
10082016,Iowa St.,W 3 - 2,5,62,19,161,0.267,57,6,17,62,7,3,16,4,79.0
10122016,@ Baylor,W 3 - 1,4,59,10,131,0.374,55,4,13,57,6,5,22,0,79.0
10192016,TCU,W 3 - 0,3,43,15,111,0.252,40,5,13,57,2,2,14,2,57.0
10212016,@ Texas Tech,W 3 - 2,5,70,18,175,0.297,67,4,12,84,4,0,24,3,86.0
10262016,Oklahoma,W 3 - 0,3,44,9,100,0.35,43,5,8,44,1,3,12,1,58.0
10292016,@ Kansas,L 2 - 3,5,59,26,152,0.217,57,4,11,72,4,1,17,3,72.5
11022016,@ TCU,W 3 - 1,4,62,24,152,0.25,58,5,7,66,3,0,12,1,73.0
11092016,Baylor,W 3 - 0,3,40,13,110,0.245,38,4,9,44,3,4,18,1,57.0
11122016,@ Iowa St.,L 2 - 3,5,63,23,187,0.214,58,4,10,77,3,3,22,2,81.0
11162016,Texas Tech,W 3 - 0,3,46,5,99,0.414,39,3,10,48,3,1,16,1,58.0
11192016,Kansas St.,W 3 - 1,4,56,12,98,0.449,54,5,8,46,2,3,20,1,74.0
11262016,West Virginia,W 3 - 0,3,42,7,84,0.41700000000000004,38,5,8,41,0,0,16,2,55.0
12022016,UTRGV,W 3 - 0,3,43,11,90,0.35600000000000004,41,5,3,46,2,0,6,0,51.0
12032016,SMU,W 3 - 0,3,52,6,105,0.43799999999999994,50,1,3,58,1,3,10,2,61.0
12092016,BYU,W 3 - 2,5,81,18,195,0.32299999999999995,79,4,8,94,3,1,26,6,99.0
12102016,Creighton,W 3 - 0,3,41,7,80,0.425,37,2,3,34,4,1,14,1,51.0
12152016,"Nebraska @ Columbus, Ohio",W 3 - 0,3,43,8,109,0.321,43,1,9,50,2,0,20,2,54.0
12172016,"Stanford @ Columbus, Ohio",L 1 - 3,4,56,21,161,0.217,54,2,9,69,0,0,15,4,65.5
