Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
08262016,@ SMU,L 0 - 3,3,25,12,97,0.134,22,2,9,37,8,0,0,2,27.0
08262016,"Little Rock @ Dallas, Texas",W 3 - 2,5,50,36,157,0.08900000000000001,49,9,10,70,7,1,14,8,67.0
08272016,"UTSA @ Dallas, Texas",L 0 - 3,3,28,20,86,0.09300000000000001,27,2,4,30,10,0,6,2,33.0
09032016,Gonzaga,L 0 - 3,3,29,25,101,0.04,29,4,1,36,7,0,6,2,36.0
09092016,"North Dakota St. @ Ames, IA",L 0 - 3,3,26,23,93,0.032,26,5,3,33,10,0,6,3,34.0
09102016,@ Iowa St.,L 0 - 3,3,25,24,101,0.01,24,1,4,32,5,1,6,2,30.0
09102016,"Iowa @ Ames, Iowa",L 0 - 3,3,23,21,88,0.023,21,0,4,29,8,0,8,3,27.0
09162016,"Coppin St. @ Morehead, Ky.",W 3 - 0,3,45,16,100,0.29,44,3,8,39,4,0,8,1,52.0
09162016,"Kent St. @ Morehead, Ky.",L 0 - 3,3,31,14,95,0.179,30,5,7,43,7,1,6,2,40.0
09172016,@ Morehead St.,W 3 - 2,5,54,23,151,0.205,47,8,9,60,6,0,18,0,71.0
09222016,Eastern Wash.,L 1 - 3,4,36,29,130,0.054000000000000006,33,5,7,45,8,0,6,2,44.0
09242016,Idaho,W 3 - 2,5,59,29,160,0.188,55,4,6,64,3,4,18,2,76.0
09292016,@ Sacramento St.,L 0 - 3,3,28,21,115,0.061,28,4,6,50,4,0,10,1,37.0
10012016,@ Montana St.,L 1 - 3,4,38,31,124,0.055999999999999994,37,5,10,49,7,0,18,2,52.0
10062016,Idaho St.,L 1 - 3,4,38,23,136,0.11,37,2,5,57,2,1,20,1,51.0
10082016,Weber St.,L 1 - 3,4,46,28,141,0.128,44,2,10,54,1,1,5,3,51.5
10132016,@ Northern Colo.,L 0 - 3,3,36,18,102,0.17600000000000002,36,2,3,37,3,1,2,3,40.0
10152016,@ North Dakota,L 0 - 3,3,34,19,130,0.115,33,3,5,54,2,1,6,1,41.0
10202016,@ Southern Utah,L 1 - 3,4,56,38,163,0.11,52,3,9,65,7,0,12,1,65.0
10222016,@ Northern Ariz.,L 0 - 3,3,37,25,114,0.105,34,2,0,58,4,0,2,4,40.0
10282016,North Dakota,L 1 - 3,4,57,37,179,0.11199999999999999,49,2,1,72,3,0,12,2,65.0
10292016,Northern Colo.,L 0 - 3,3,34,24,123,0.081,32,1,4,59,2,0,6,3,38.0
11032016,Portland St.,L 0 - 3,3,30,28,116,0.017,27,4,5,54,4,2,8,1,40.0
11042016,Montana St.,W 3 - 0,3,48,18,130,0.231,45,5,3,55,4,0,6,0,56.0
11112016,@ Idaho,L 0 - 3,3,36,14,102,0.21600000000000003,35,2,3,45,4,0,8,2,42.0
11122016,@ Eastern Wash.,L 0 - 3,3,24,15,72,0.125,24,4,7,25,5,5,2,0,34.0
