Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
08262016,@ Clemson,W 3 - 2,5,52,22,136,0.221,46,4,5,46,12,1,8,1,61.0
08272016,"High Point @ Clemson, S.C.",L 2 - 3,5,55,25,154,0.195,50,10,11,66,4,3,16,1,76.0
08272016,"Wofford @ Clemson, S.C.",L 2 - 3,5,60,21,153,0.255,55,9,5,56,10,2,20,0,81.0
09022016,@ Belmont,L 0 - 3,3,22,10,80,0.15,19,1,8,34,9,0,6,3,26.0
09022016,"Georgia St. @ Nashville, Tenn.",L 0 - 3,3,32,20,118,0.102,31,4,3,55,4,2,4,2,40.0
09032016,"Mercer @ Nashville, Tenn.",L 1 - 3,4,54,32,168,0.131,52,2,3,74,6,0,10,3,61.0
09092016,Charlotte,W 3 - 1,4,67,28,176,0.222,65,3,9,86,3,3,14,1,80.0
09102016,Western Caro.,W 3 - 0,3,49,18,117,0.265,45,6,5,57,3,1,10,0,61.0
09102016,Coppin St.,W 3 - 0,3,41,7,109,0.312,39,7,6,63,5,1,14,3,56.0
09132016,VCU,L 2 - 3,5,54,28,182,0.14300000000000002,49,8,5,90,7,2,4,1,66.0
09162016,"Gardner-Webb @ Columbia, S.C.",W 3 - 0,3,39,7,85,0.376,37,5,4,40,0,2,14,1,53.0
09172016,"Davidson @ Columbia, S.C.",W 3 - 2,5,76,23,169,0.314,69,6,9,70,3,1,8,1,87.0
09172016,@ South Carolina,L 1 - 3,4,52,19,131,0.252,49,4,9,54,6,1,8,1,61.0
09212016,@ James Madison,L 0 - 3,3,43,19,133,0.18,39,3,4,59,3,0,4,0,48.0
09252016,@ Elon,L 0 - 3,3,35,19,122,0.131,35,1,4,56,3,0,2,0,37.0
09302016,@ Northeastern,L 0 - 3,3,39,16,117,0.19699999999999998,36,4,2,58,2,0,12,4,49.0
10022016,@ Hofstra,L 1 - 3,4,38,30,131,0.061,36,2,4,61,6,0,10,2,45.0
10072016,Col. of Charleston,W 3 - 1,4,51,21,153,0.196,46,5,5,68,6,2,22,1,69.0
10092016,UNCW,W 3 - 2,5,57,33,208,0.115,51,7,1,109,5,2,14,1,73.0
10142016,@ Delaware,L 0 - 3,3,30,13,109,0.156,27,2,4,56,5,1,8,1,37.0
10162016,@ Towson,L 0 - 3,3,31,12,105,0.18100000000000002,30,1,1,48,4,1,8,5,37.0
10212016,Hofstra,L 0 - 3,3,40,10,110,0.273,39,2,2,62,8,0,4,0,44.0
10222016,Northeastern,L 2 - 3,5,62,28,185,0.184,58,2,5,88,4,2,24,1,78.0
10242016,Elon,L 0 - 3,3,36,20,110,0.145,33,4,2,57,3,1,10,1,46.0
10282016,James Madison,L 1 - 3,4,46,19,157,0.172,44,5,5,76,6,1,10,1,57.0
11042016,@ UNCW,L 0 - 3,3,30,22,104,0.077,28,3,4,43,8,1,4,2,36.0
11062016,@ Col. of Charleston,L 0 - 3,3,30,17,107,0.121,29,2,7,40,6,2,10,3,39.0
11112016,Towson,L 0 - 3,3,28,13,99,0.152,26,2,2,44,7,6,10,1,41.0
11122016,Delaware,L 2 - 3,5,62,28,156,0.218,61,11,6,74,5,2,4,3,77.0
