Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
08262016,"Drake @ Boca Raton, Fla.",W 3 - 2,5,65,28,168,0.22,58,10,12,68,7,3,16,0,86.0
08262016,@ Fla. Atlantic,W 3 - 2,5,53,27,161,0.161,48,7,11,47,5,2,18,0,71.0
08272016,"Northeastern @ Boca Raton, Fla.",L 1 - 3,4,51,19,154,0.20800000000000002,43,5,5,57,8,2,8,0,62.0
08272016,"Bethune-Cookman @ Boca Raton, Fla.",W 3 - 1,4,57,23,156,0.218,54,3,10,69,6,0,20,0,70.0
09022016,@ Houston Baptist,L 1 - 3,4,48,28,144,0.139,48,2,11,53,2,2,20,1,62.0
09022016,"Northern Colo. @ Houston, Texas",W 3 - 1,4,54,13,141,0.29100000000000004,50,4,8,52,10,4,14,3,69.0
09032016,"Penn @ Houston, Texas",W 3 - 0,3,47,11,111,0.324,46,8,13,55,6,1,12,2,62.0
09032016,"Toledo @ Houston, Texas",L 2 - 3,5,57,34,167,0.138,50,6,6,70,9,3,12,1,72.0
09092016,Nicholls St.,W 3 - 0,3,40,18,114,0.193,39,5,5,64,1,1,14,1,53.0
09092016,Mercer,W 3 - 0,3,51,12,123,0.317,50,2,7,56,0,4,12,1,63.0
09102016,FIU,L 1 - 3,4,45,30,141,0.106,42,7,6,58,8,2,12,0,60.0
09132016,@ Ga. Southern,W 3 - 1,4,59,22,145,0.255,51,6,12,65,3,1,16,3,74.0
09162016,"Georgia Tech @ Conway, SC",L 0 - 3,3,36,16,117,0.171,35,2,7,39,2,1,6,2,42.0
09172016,@ Coastal Carolina,L 0 - 3,3,26,24,129,0.016,26,1,2,61,7,4,12,0,37.0
09202016,Florida A&M,W 3 - 2,5,58,21,169,0.21899999999999997,56,1,6,70,8,3,34,5,79.0
09232016,@ Jacksonville,W 3 - 2,5,53,25,173,0.162,50,5,9,76,4,5,16,1,71.0
09302016,Lipscomb,L 0 - 3,3,24,10,84,0.16699999999999998,24,1,8,36,6,2,20,1,37.0
10012016,Kennesaw St.,L 1 - 3,4,37,20,133,0.128,34,4,7,50,13,1,6,2,45.0
10042016,Bethune-Cookman,W 3 - 1,4,61,22,163,0.239,58,6,10,75,1,3,14,1,77.0
10072016,@ USC Upstate,W 3 - 0,3,46,7,113,0.345,40,2,8,60,2,1,12,1,55.0
10092016,@ NJIT,W 3 - 0,3,34,11,103,0.223,33,9,6,39,1,2,14,3,52.0
10142016,@ Stetson,W 3 - 1,4,56,24,143,0.22399999999999998,54,5,13,64,9,2,12,3,69.0
10152016,@ FGCU,L 0 - 3,3,32,22,104,0.096,31,4,5,37,4,0,4,1,38.0
10212016,Jacksonville,W 3 - 1,4,66,23,189,0.228,65,5,7,89,1,2,21,1,83.5
10252016,@ Florida A&M,L 0 - 3,3,33,17,90,0.17800000000000002,30,3,8,36,11,0,2,1,37.0
10282016,FGCU,W 3 - 2,5,47,20,144,0.188,43,3,14,54,7,1,28,0,65.0
10292016,Stetson,W 3 - 0,3,45,14,97,0.32,43,7,7,41,2,1,8,1,57.0
11042016,NJIT,W 3 - 0,3,36,13,102,0.225,35,6,9,61,1,1,10,0,48.0
11052016,USC Upstate,L 0 - 3,3,40,18,144,0.153,37,3,10,64,4,2,8,1,49.0
11112016,@ Kennesaw St.,L 0 - 3,3,36,22,111,0.126,36,3,5,45,4,0,10,4,44.0
11122016,@ Lipscomb,L 0 - 3,3,28,8,79,0.253,28,0,3,21,6,0,11,1,33.5
11172016,"USC Upstate @ Nashville, Tenn.",L 1 - 3,4,63,19,201,0.21899999999999997,60,5,10,102,7,0,10,0,73.0
