Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
08252017,Fairleigh Dickinson,W 3 - 0,3,48,10,105,0.36200000000000004,43,9,12,51,2,2,4,4,61.0
08252017,@ Drake,L 2 - 3,5,58,32,177,0.147,55,3,9,82,5,2,20,4,73.0
08262017,@ Bryant,W 3 - 0,3,43,15,123,0.228,37,5,7,57,4,0,12,5,54.0
09012017,Chicago St.,L 2 - 3,5,47,28,167,0.114,46,5,10,78,3,1,12,3,59.0
09022017,Southern Utah,L 2 - 3,5,64,36,205,0.13699999999999998,62,6,5,108,6,2,10,0,77.0
09022017,San Jose St.,L 0 - 3,3,24,14,86,0.11599999999999999,21,3,6,37,4,0,4,3,29.0
09072017,@ Towson,L 0 - 3,3,25,23,117,0.017,24,0,3,50,7,0,8,2,29.0
09082017,"Lafayette @ Towson, Md.",W 3 - 0,3,44,11,95,0.34700000000000003,42,9,6,41,4,1,12,0,60.0
09092017,"Eastern Mich. @ Towson, Md.",L 1 - 3,4,42,29,136,0.096,35,9,3,66,7,2,12,2,59.0
09092017,"Quinnipiac @ Towson, Md.",W 3 - 1,4,52,22,144,0.20800000000000002,46,8,1,66,7,4,10,1,69.0
09152017,@ Indiana St.,L 2 - 3,5,43,32,164,0.067,41,4,7,66,3,1,8,0,52.0
09162017,"Eastern Ill. @ Terre Haute, Ind.",L 0 - 3,3,31,14,95,0.179,29,1,5,43,8,2,8,0,38.0
09192017,CSUN,L 1 - 3,4,38,18,126,0.159,36,11,2,51,5,3,10,3,57.0
09222017,@ Cal Poly,L 0 - 3,3,25,20,93,0.054000000000000006,25,3,3,29,2,1,4,2,31.0
09232017,@ UC Santa Barbara,L 0 - 3,3,22,16,98,0.061,21,4,2,34,7,0,4,2,28.0
09292017,Hawaii,L 0 - 3,3,23,12,77,0.14300000000000002,23,1,1,32,17,0,4,1,26.0
10032017,CSU Bakersfield,L 1 - 3,4,57,19,169,0.225,57,1,8,92,6,1,4,7,61.0
10072017,@ UC Riverside,L 1 - 3,4,41,13,130,0.215,40,2,5,45,6,0,18,1,52.0
10132017,UC Irvine,L 1 - 3,4,39,23,141,0.113,32,5,5,54,6,4,8,3,52.0
10142017,UC Davis,L 2 - 3,5,60,20,170,0.235,48,4,5,84,5,4,18,1,77.0
10172017,Long Beach St.,L 0 - 3,3,39,18,111,0.18899999999999997,37,3,1,46,6,1,2,3,44.0
10212017,@ Hawaii,L 0 - 3,3,27,24,112,0.027000000000000003,25,2,6,39,3,0,12,0,35.0
10282017,UC Riverside,W 3 - 1,4,49,17,144,0.222,46,9,2,65,3,4,12,3,68.0
11022017,@ UC Davis,L 0 - 3,3,11,18,90,-0.078,11,1,4,33,2,1,8,1,17.0
11042017,@ UC Irvine,L 0 - 3,3,19,15,87,0.046,19,0,3,38,8,1,8,1,24.0
11102017,@ CSUN,L 0 - 3,3,32,14,97,0.18600000000000003,29,3,1,51,8,3,2,1,39.0
11112017,@ Long Beach St.,L 0 - 3,3,24,25,98,-0.01,23,2,3,40,7,3,8,5,33.0
11172017,UC Santa Barbara,L 0 - 3,3,35,18,133,0.128,33,1,0,62,4,1,4,3,39.0
11182017,Cal Poly,L 0 - 3,3,21,21,105,0.0,19,3,3,47,6,2,6,3,29.0
