0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"Fordham @ New Orleans, La.",L 1 - 3,4,,37,22,94,0.160,33,7,10,25,15,3,10,,52.0,4,
08/25/2017,"Alcorn @ New Orleans, La.",W 3 - 0,3,,34,13,78,0.269,34,6,7,41,2,1,12,3,47.0,4,
08/26/2017,@ New Orleans,L 2 - 3,5,,49,26,134,0.172,45,5,7,58,9,1,18,4,64.0,1,
09/01/2017,Ark.-Pine Bluff,W 3 - 0,3,,37,11,81,0.321,34,9,2,39,2,1,12,,53.0,,
09/01/2017,Morgan St.,W 3 - 0,3,,35,15,86,0.233,34,8,5,39,7,3,8,,50.0,,
09/02/2017,Evansville,W 3 - 2,5,,61,29,177,0.181,57,8,4,70,7,1,14,,77.0,2,
09/04/2017,Western Ill.,W 3 - 2,5,,68,17,138,0.370,62,8,8,56,8,,16,,84.0,2,
09/08/2017,"Montana @ Des Moines, Iowa",L 2 - 3,5,,45,25,153,0.131,43,6,6,58,7,3,14,2,61.0,1,
09/08/2017,@ Drake,L 0 - 3,3,,28,24,118,0.034,28,4,3,55,4,2,12,2,40.0,1,
09/09/2017,"Omaha @ Des Moines, Iowa",L 1 - 3,4,,42,23,124,0.153,36,7,6,46,5,3,20,4,62.0,3,
09/12/2017,@ Southern Ill.,L 2 - 3,5,,63,24,164,0.238,59,6,4,66,7,2,12,1,77.0,1,
09/15/2017,"Eastern Mich. @ Chicago, IL",L 0 - 3,3,,34,21,101,0.129,34,2,5,32,3,5,8,,45.0,2,
09/15/2017,Wright St. @ Chicago State,L 0 - 3,3,,28,15,96,0.135,26,3,3,34,3,,10,1,36.0,2,
09/16/2017,@ Chicago St.,L 2 - 3,5,,67,23,163,0.270,62,3,5,72,3,4,18,1,83.0,2,
09/19/2017,@ UT Martin,L 1 - 3,4,,56,26,145,0.207,50,2,3,56,4,5,10,14/,68.0,4,
09/23/2017,Jacksonville St.,W 3 - 0,3,,47,11,101,0.356,44,10,2,40,1,1,14,1,65.0,1,
09/29/2017,Austin Peay,L 0 - 3,3,,32,11,104,0.202,30,,2,52,6,2,6,,37.0,7/,
09/30/2017,Murray St.,L 1 - 3,4,,42,23,154,0.123,38,7,11,67,9,1,34,,67.0,2,
10/06/2017,@ Eastern Ill.,L 0 - 3,3,,30,20,112,0.089,30,3,4,60,8,,14,2,40.0,1,
10/07/2017,@ SIUE,L 1 - 3,4,,39,21,157,0.115,36,5,7,73,7,2,20,1,56.0,4,
10/13/2017,@ Tennessee St.,W 3 - 0,3,,42,12,115,0.261,39,3,2,56,,1,6,3,49.0,,
10/14/2017,@ Belmont,L 0 - 3,3,,18,18,87,,15,5,4,34,4,,8,1,27.0,1,
10/20/2017,Morehead St.,W 3 - 0,3,,48,9,105,0.371,47,6,7,39,1,2,8,,60.0,2,
10/21/2017,Eastern Ky.,L 0 - 3,3,,36,18,120,0.150,35,1,6,59,4,5,14,,49.0,3,
10/24/2017,UT Martin,W 3 - 2,5,,62,23,173,0.225,58,8,6,73,6,,24,,82.0,4,
10/27/2017,@ Tennessee Tech,W 3 - 0,3,,45,14,125,0.248,44,2,5,57,4,3,8,,54.0,4,
11/03/2017,@ Murray St.,L 2 - 3,5,,61,25,196,0.184,56,3,4,109,7,1,16,1,73.0,3,
11/04/2017,@ Austin Peay,L 0 - 3,3,,28,11,107,0.159,27,1,1,45,9,2,17,1,39.5,3,
11/10/2017,SIUE,L 2 - 3,5,,54,17,155,0.239,47,3,5,68,7,4,16,,69.0,2,
11/11/2017,Eastern Ill.,W 3 - 2,5,,64,25,165,0.236,59,5,2,81,5,2,10,4,76.0,1,
11/16/2017,@ Austin Peay,L 0 - 3,3,,30,9,101,0.208,26,,1,48,9,2,6,1,35.0,1,
