0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
09/06/2019,Youngstown St.,W 3 - 0,,,,,,,,,,,,,,,,,,
09/07/2019,Niagara,W 3 - 0,3,1,,10,3,23,0.304,,,,,,,2,,11.0,,
09/07/2019,Hartford,L 2 - 3,,,,,,,,,,,,,,,,,,
09/13/2019,@ Saint Mary's (CA),L 2 - 3,,,,,,,,,,,,,,,,,,
09/14/2019,"Utah St. @ Moraga, CA",W 3 - 0,1,1,,2,1,3,0.333,,,,,,,,,2.0,,
09/14/2019,@ San Francisco,W 3 - 1,,,,,,,,,,,,,,,,,,
09/20/2019,"Canisius @ Buffalo, NY",W 3 - 0,2,1,,5,1,12,0.333,1,,,1,1,,1,,5.5,,
09/20/2019,@ Buffalo,W 3 - 2,,,,,,,,,,,,,,,,,,
09/21/2019,"Saint Francis (PA) @ Buffalo, NY",W 3 - 0,3,1,,10,2,24,0.333,,1,3,3,2,,1,,11.5,,
09/28/2019,Columbia,W 3 - 0,,,,,,,,,,,,,,,,,,
10/04/2019,@ Penn,W 3 - 2,,,,,,,,,,,,,,,,,,
10/05/2019,@ Princeton,W 3 - 1,,,,,,,,,,,,,,,,,,
10/11/2019,Dartmouth,W 3 - 0,,,,,,,,,,,,,,,,,,
10/12/2019,Harvard,W 3 - 1,,,,,,,,,,,,,,,,,,
10/18/2019,@ Brown,W 3 - 0,,,,,,,,,,,,,,,,,,
10/19/2019,@ Yale,L 1 - 3,1,1,,0,0,0,,,,1,,,,,,,,
10/26/2019,@ Columbia,W 3 - 0,,,,,,,,,,,,,,,,,,
11/01/2019,Princeton,L 2 - 3,,,,,,,,,,,,,,,,,,
11/02/2019,Penn,W 3 - 0,1,1,,0,0,0,,,,,,,,,,,,
11/08/2019,Yale,L 1 - 3,4,1,,16,8,45,0.178,1,,2,7,1,,1,,16.5,,
11/09/2019,Brown,W 3 - 1,3,1,,8,3,19,0.263,,,2,5,1,,1,,8.5,,
11/15/2019,@ Harvard,W 3 - 0,2,1,,5,2,14,0.214,,,,2,2,,,,5.0,,
11/16/2019,@ Dartmouth,L 1 - 3,3,1,,6,5,17,0.059,,,,6,,,,,6.0,,
