0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,@ Iowa St.,L 0 - 3,3,,35,12,109,0.211,30,,12,30,6,,8,2,39.0,,
08/27/2016,"Creighton @ Ames, Iowa",W 3 - 2,5,,60,21,173,0.225,52,8,11,76,5,,14,2,75.0,1,
09/02/2016,Cincinnati,L 1 - 3,4,,45,22,136,0.169,43,4,11,66,4,1,18,,59.0,,
09/03/2016,IUPUI,W 3 - 0,3,,54,10,104,0.423,49,4,8,55,,,8,3,62.0,,
09/03/2016,Marquette,W 3 - 0,3,,46,11,125,0.280,45,3,2,75,3,1,6,,53.0,1,
09/08/2016,@ Colorado St.,W 3 - 0,3,,43,6,84,0.440,41,7,6,41,2,1,6,2,54.0,2,
09/10/2016,"Texas @ Fort Collins, Colo.",L 1 - 3,4,,63,20,142,0.303,60,4,13,52,2,2,8,1,73.0,1,
09/11/2016,"Samford @ Fort Collins, Colo.",W 3 - 0,3,,44,8,84,0.429,41,,3,44,1,,16,1,52.0,,
09/16/2016,"Texas Tech @ San Antonio, Texas",W 3 - 0,3,,49,14,129,0.271,49,3,10,63,1,1,14,2,60.0,,
09/16/2016,"Texas St. @ San Antonio, Texas",W 3 - 0,3,,40,6,91,0.374,38,7,8,45,2,3,10,,55.0,,
09/17/2016,@ UTSA,L 2 - 3,5,,67,22,185,0.243,63,5,8,78,4,4,8,4,80.0,1,
09/23/2016,@ Missouri St.,W 3 - 2,5,,68,23,177,0.254,60,5,9,72,3,3,6,,79.0,1,
09/26/2016,Evansville,W 3 - 0,3,,39,4,79,0.443,36,4,6,39,1,2,10,1,50.0,,
09/30/2016,@ Drake,W 3 - 0,3,,49,11,109,0.349,47,4,7,58,1,1,6,1,57.0,,
10/01/2016,@ UNI,L 1 - 3,4,,52,11,159,0.258,51,2,8,70,3,3,8,1,61.0,,
10/07/2016,Loyola Chicago,W 3 - 0,3,,46,13,101,0.327,41,3,3,43,1,1,10,1,55.0,,
10/08/2016,Bradley,W 3 - 0,3,,39,11,87,0.322,31,7,6,30,2,1,12,,53.0,,
10/10/2016,Southern Ill.,W 3 - 0,3,,49,8,89,0.461,48,3,2,39,,5,6,1,60.0,2,
10/14/2016,@ Indiana St.,W 3 - 1,4,,64,19,150,0.300,61,3,3,63,1,4,10,,76.0,1,
10/16/2016,@ Illinois St.,W 3 - 0,3,,45,13,135,0.237,43,4,5,72,4,1,14,,57.0,1,
10/21/2016,Missouri St.,L 1 - 3,4,,51,27,144,0.167,48,1,11,67,4,1,10,,58.0,1,
10/28/2016,UNI,L 0 - 3,3,,37,20,115,0.148,37,1,7,49,5,4,13,1,48.5,,
10/29/2016,Drake,W 3 - 0,3,,44,18,105,0.248,41,2,4,52,4,,10,1,51.0,,
11/04/2016,@ Bradley,W 3 - 0,3,,52,10,123,0.341,51,3,3,70,2,,12,3,61.0,,
11/05/2016,@ Loyola Chicago,W 3 - 0,3,,49,13,132,0.273,45,3,3,65,1,1,12,,59.0,1,
11/11/2016,Illinois St.,W 3 - 1,4,,69,16,157,0.338,65,1,4,86,1,,24,1,82.0,1,
11/12/2016,Indiana St.,W 3 - 0,3,,49,11,106,0.358,48,2,1,60,1,2,22,1,64.0,1,
11/18/2016,@ Southern Ill.,W 3 - 0,3,,36,10,97,0.268,35,5,1,47,3,3,12,2,50.0,1,
11/19/2016,@ Evansville,W 3 - 0,3,,46,9,87,0.425,42,6,1,41,2,1,8,2,57.0,,
11/25/2016,UNI,W 3 - 1,4,,57,22,179,0.196,56,2,5,89,4,3,6,3,65.0,1,
11/26/2016,"Missouri St. @ Cedar Falls, Iowa",W 3 - 1,4,,67,19,179,0.268,64,2,1,95,3,2,18,1,80.0,1,
12/02/2016,"TCU @ Lincoln, Nebraska",L 1 - 3,4,,56,22,181,0.188,53,1,5,106,7,1,22,4,69.0,,
