0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,"Louisville @ Bowling Green, Ohio",L 1 - 3,4,,54,21,152,0.217,46,8,15,47,9,,12,5,68.0,1,
08/26/2016,@ Bowling Green,W 3 - 0,3,,40,16,108,0.222,38,4,7,44,5,,10,3,49.0,,
08/27/2016,"VCU @ Bowling Green, Ohio",W 3 - 0,3,,44,9,84,0.417,40,6,9,26,2,,9,1,54.5,,
09/02/2016,"Butler @ Iowa City, Iowa",W 3 - 2,5,,49,28,155,0.135,41,8,7,62,8,,12,2,63.0,,
09/02/2016,"Western Ill. @ Iowa City, Iowa",W 3 - 2,5,,47,35,159,0.075,46,9,10,63,6,3,13,2,65.5,,
09/03/2016,"Arizona St. @ Iowa City, Iowa",L 2 - 3,5,,55,29,157,0.166,52,7,5,56,4,3,22,1,76.0,,
09/03/2016,@ Iowa,L 0 - 3,3,,30,20,100,0.100,27,7,6,32,5,,12,,43.0,,
09/09/2016,@ Rice,L 0 - 3,3,,39,26,114,0.114,36,2,4,53,1,2,6,1,46.0,2,
09/10/2016,"Sam Houston St. @ Houston, Texas",L 2 - 3,5,,51,33,168,0.107,49,9,12,67,4,,25,4,72.5,2,
09/10/2016,"Southern California @ Houston, Texas",L 0 - 3,3,,38,20,101,0.178,37,1,3,39,8,1,6,3,43.0,5,
09/13/2016,Western Mich.,W 3 - 0,3,,36,14,82,0.268,34,6,7,31,3,1,22,2,54.0,1,
09/16/2016,"Buffalo @ Lewisburg, Pa.",W 3 - 0,3,,36,18,103,0.175,32,14,8,32,1,2,12,1,58.0,,
09/17/2016,"Cornell @ Lewisburg, Pa.",W 3 - 1,4,,49,20,112,0.259,48,13,4,42,4,2,24,3,76.0,,
09/17/2016,@ Bucknell,W 3 - 0,3,,39,21,103,0.175,37,10,5,45,6,3,14,,59.0,,
09/23/2016,@ Cleveland St.,W 3 - 2,5,,66,24,162,0.259,64,5,9,70,5,2,22,2,84.0,1,
09/24/2016,@ Youngstown St.,W 3 - 2,5,,62,22,129,0.310,60,11,11,54,8,1,12,1,80.0,2,
09/30/2016,@ Wright St.,W 3 - 1,4,,60,26,152,0.224,58,7,5,77,3,1,10,1,73.0,4,
10/01/2016,@ Northern Ky.,L 0 - 3,3,,28,20,92,0.087,27,2,6,22,7,1,4,2,33.0,2,
10/07/2016,UIC,W 3 - 2,5,,63,30,153,0.216,59,5,12,62,4,1,24,1,81.0,1,
10/08/2016,Green Bay,W 3 - 0,3,,41,15,90,0.289,37,5,5,45,4,2,17,2,56.5,,
10/12/2016,Valparaiso,L 0 - 3,3,,47,23,128,0.188,46,3,8,60,4,1,8,,55.0,2,
10/14/2016,Milwaukee,W 3 - 2,5,,59,21,146,0.260,55,12,7,57,2,,34,6,88.0,5,
10/21/2016,@ Green Bay,W 3 - 2,5,,58,16,133,0.316,54,7,11,61,3,1,20,1,76.0,,
10/22/2016,@ UIC,L 2 - 3,5,,71,32,195,0.200,68,8,8,79,4,3,16,4,90.0,,
10/28/2016,Northern Ky.,W 3 - 1,4,,55,12,141,0.305,52,5,9,64,6,3,26,3,76.0,1,
10/29/2016,Wright St.,W 3 - 0,3,,44,14,102,0.294,44,5,6,48,1,,18,,58.0,1,
11/04/2016,Youngstown St.,W 3 - 0,3,,46,21,109,0.229,40,5,5,52,3,,16,,59.0,,
11/05/2016,Cleveland St.,L 0 - 3,3,,27,27,97,,26,1,5,28,6,,8,1,32.0,,
11/09/2016,@ Valparaiso,L 1 - 3,4,,57,24,167,0.198,53,4,4,74,7,2,16,2,71.0,1,
11/11/2016,@ Milwaukee,L 0 - 3,3,,27,21,85,0.071,27,2,9,25,7,,18,4,38.0,,
11/18/2016,"Milwaukee @ Cleveland, Ohio",W 3 - 2,5,,59,33,198,0.131,55,9,5,106,2,1,28,4,83.0,,
11/19/2016,@ Cleveland St.,L 2 - 3,5,,54,21,158,0.209,51,4,6,67,4,3,16,5,69.0,1,
