0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,@ Purdue,L 1 - 3,4,,59,19,140,0.286,53,1,10,42,5,4,14,2,71.0,1,
08/26/2016,@ Kentucky,W 3 - 0,3,,41,12,90,0.322,38,5,4,36,1,2,18,2,57.0,,
08/27/2016,"Wyoming @ West Lafayette, Ind.",W 3 - 1,4,,51,17,130,0.262,45,7,11,46,2,4,10,1,67.0,1,
09/02/2016,"Northeastern @ Long Beach, Calif.",W 3 - 0,3,,31,8,90,0.256,30,3,11,45,5,5,22,1,50.0,1,
09/03/2016,@ Long Beach St.,W 3 - 0,3,,41,20,98,0.214,36,5,8,43,2,3,20,,59.0,,
09/03/2016,"UC Irvine @ Long Beach, Calif.",W 3 - 1,4,,56,13,123,0.350,48,8,11,44,6,5,10,5,74.0,,
09/09/2016,UMES,W 3 - 0,3,,44,11,82,0.402,40,5,8,39,3,1,12,2,56.0,,
09/09/2016,George Washington,W 3 - 0,3,,44,14,84,0.357,40,4,6,29,1,4,12,1,58.0,2,
09/10/2016,Idaho,W 3 - 0,3,,43,14,82,0.354,38,1,1,42,1,1,18,1,54.0,,
09/16/2016,"Col. of Charleston @ Waco, Texas",W 3 - 0,3,,41,13,105,0.267,38,3,3,47,5,2,18,3,55.0,,
09/17/2016,@ Baylor,L 2 - 3,5,,58,33,197,0.127,56,3,12,88,4,2,35,3,80.5,,
09/17/2016,"Virginia @ Waco, Texas",W 3 - 0,3,,41,12,80,0.362,39,8,1,39,1,,22,3,60.0,,
09/21/2016,@ Washington,W 3 - 1,4,,57,28,160,0.181,52,5,4,72,2,1,25,3,75.5,,
09/23/2016,@ UCLA,W 3 - 2,5,,62,23,176,0.222,58,3,7,71,1,1,28,7,80.0,1,
09/30/2016,Stanford,W 3 - 2,5,,61,39/,165,0.133,59,8,5,62,3,3,26,1,85.0,,
10/02/2016,California,W 3 - 0,3,,45,12,89,0.371,40,3,11,20,2,3,14,,58.0,,
10/07/2016,@ Oregon St.,W 3 - 1,4,,53,18,132,0.265,52,3,5,63,5,1,29,2,71.5,2,
10/09/2016,@ Oregon,L 0 - 3,3,,26,21,90,0.056,25,1,3,25,4,,16,2,35.0,1,
10/14/2016,Colorado,L 2 - 3,5,,51,28,147,0.156,47,8,9,45,2,2,32,1,77.0,1,
10/16/2016,Utah,L 2 - 3,5,,53,34,160,0.119,51,6,5,63,3,4,26,3,76.0,2,
10/19/2016,@ Arizona St.,W 3 - 0,3,,33,13,79,0.253,31,1,12,32,2,6,14,2,47.0,1,
10/21/2016,@ Arizona,W 3 - 0,3,,38,14,108,0.222,34,5,4,44,2,,23,1,54.5,,
10/28/2016,@ Stanford,L 0 - 3,3,,35,19,108,0.148,34,1,5,42,2,,14,4,43.0,,
10/29/2016,@ California,L 0 - 3,3,,37,25,106,0.113,36,,9,35,2,1,20,2,48.0,,
11/04/2016,Oregon St.,L 1 - 3,4,,59,28,141,0.220,56,5,7,55,4,3,22,6,78.0,2,
11/06/2016,Oregon,L 2 - 3,5,,51,22,144,0.201,46,9,7,53,4,5,14,3,72.0,,
11/11/2016,Arizona St.,W 3 - 1,4,,55,19,159,0.226,52,2,8,70,6,8/,22,2,76.0,1,
11/13/2016,Arizona,W 3 - 2,5,,61,24,165,0.224,55,4,8,75,5,3,27,4,81.5,1,
11/17/2016,@ Utah,L 2 - 3,5,,54,30,153,0.157,53,6,6,52,6,3,12,4,69.0,1,
11/20/2016,@ Colorado,W 3 - 0,3,,41,16,97,0.258,38,5,7,36,3,4,18,,59.0,2,
11/23/2016,Southern California,W 3 - 2,5,,53,27,156,0.167,49,8,10,62,4,3,24,4,76.0,,
11/26/2016,Washington,L 0 - 3,3,,41,22,109,0.174,36,2,6,41,4,1,12,3,50.0,1,
12/01/2016,"Marquette @ Madison, Wis.",W 3 - 1,4,,66,18,145,0.331,61,4,6,52,4,,16,3,78.0,1,
12/02/2016,@ Wisconsin,L 0 - 3,3,,29,22,104,0.067,27,1,4,37,3,2,8,3,36.0,2,
