0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,UT Martin,W 3 - 0,3,,40,17,108,0.213,38,3,5,48,4,4,8,,51.0,,
08/26/2016,South Carolina,L 0 - 3,3,,38,28,118,0.085,34,3,6,38,4,1,4,2,44.0,,
08/27/2016,Binghamton,W 3 - 0,3,,43,16,97,0.278,42,4,7,47,6,4,6,1,54.0,,
09/02/2016,"Loyola Chicago @ Winston-Salem, N.C.",L 1 - 3,4,,45,34,150,0.073,44,8,5,57,5,,4,1,55.0,3,
09/03/2016,@ Wake Forest,L 0 - 3,3,,31,25,108,0.056,30,4,1,37,3,,12,5,41.0,1,
09/03/2016,"Davidson @ Winston-Salem, N.C.",W 3 - 0,3,,44,28,133,0.120,39,8,3,51,1,1,6,2,56.0,1,
09/09/2016,VCU,W 3 - 1,4,,63,23,144,0.278,62,2,9,55,3,1,16,1,74.0,,
09/10/2016,Charleston So.,W 3 - 1,4,,62,26,156,0.231,59,2,2,66,5,1,8,1,69.0,,
09/10/2016,Eastern Mich.,W 3 - 1,4,,60,14,140,0.329,56,9,5,55,1,6,4,6,77.0,,
09/16/2016,"Washington St. @ Waco, Texas",L 0 - 3,3,,34,24,114,0.088,34,4,5,43,3,1,2,1,40.0,,
09/17/2016,@ Baylor,L 0 - 3,3,,40,20,119,0.168,34,4,1,48,6,,6,3,47.0,,
09/17/2016,"Virginia @ Waco, Texas",W 3 - 2,5,,71,35,195,0.185,67,2,4,100,6,2,14,,82.0,,
09/23/2016,Hofstra,W 3 - 1,4,,53,20,154,0.214,53,3,6,69,5,1,24,3,69.0,1,
09/25/2016,Northeastern,W 3 - 0,3,,53,20,142,0.232,47,3,4,79,3,,12,2,62.0,,
09/30/2016,@ Towson,W 3 - 2,5,,48,28,171,0.117,44,4,6,81,4,6,18,2,67.0,3,
10/02/2016,@ Delaware,W 3 - 2,5,,64,38,204,0.127,60,5,7,100,4,2,22,1,82.0,,
10/07/2016,@ William & Mary,L 1 - 3,4,,55,33,165,0.133,54,6,3,72,5,1,12,,68.0,2,
10/09/2016,@ James Madison,W 3 - 1,4,,60,21,165,0.236,55,2,5,64,3,1,14,,70.0,1,
10/13/2016,UNCW,L 2 - 3,5,,63,31,225,0.142,58,4,5,107,3,4,8,2,75.0,2,
10/16/2016,@ Elon,W 3 - 1,4,,47,17,140,0.214,45,4,1,62,3,1,20,1,62.0,1,
10/21/2016,Delaware,W 3 - 0,3,,48,15,126,0.262,45,5,4,68,4,2,4,1,57.0,1,
10/23/2016,Towson,W 3 - 1,4,,54,26,140,0.200,49,4,3,58,3,3,12,6,67.0,3,
10/28/2016,@ Northeastern,L 1 - 3,4,,62,30,185,0.173,59,6,4,81,4,,6,9/,71.0,2,
10/30/2016,@ Hofstra,L 1 - 3,4,,55,23,159,0.201,51,2,4,68,11,,14,,64.0,,
11/03/2016,James Madison,L 2 - 3,5,,69,24,186,0.242,65,3,3,75,3,2,14,2,81.0,2,
11/05/2016,Elon,W 3 - 0,3,,45,10,117,0.299,43,4,4,61,7,2,8,4,55.0,,
11/06/2016,William & Mary,W 3 - 0,3,,43,16,103,0.262,42,6,3,56,2,4,8,1,57.0,1,
11/13/2016,@ UNCW,L 1 - 3,4,,56,27,164,0.177,53,2,5,75,4,4,8,1,66.0,1,
11/19/2016,"Delaware @ Wilmington, N.C.",L 2 - 3,5,,68,30,175,0.217,61,3,8,84,6,2,18,3,82.0,1,
