0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,"Portland @ Ogden, UT",L 1 - 3,2,1,,0,1,1,-1.000,9,1,,3,,,2,,2.0,,
08/30/2019,"UNLV @ Ogden, UT",L 2 - 3,,,,,,,,,,,,,,,,,,
08/31/2019,@ Weber St.,L 0 - 3,,,,,,,,,,,,,,,,,,
09/05/2019,"Santa Clara @ Fresno, Calif.",L 1 - 3,4,1,,2,0,6,0.333,31,,2,13,,,1,,2.5,,
09/06/2019,@ Fresno St.,L 0 - 3,1,1,,0,0,2,,9,1,,2,,,,,1.0,,
09/06/2019,"CSU Bakersfield @ Fresno, Calif.",W 3 - 0,,,,,,,,,,,,,,,,,,
09/13/2019,"Nevada @ Portland, OR",L 1 - 3,,,,,,,,,,,,,,,,,,
09/13/2019,"Morgan St. @ Portland, OR",W 3 - 0,3,1,,3,0,5,0.600,34,,2,12,,,1,,3.5,1,
09/14/2019,@ Portland St.,W 3 - 2,4,1,,3,0,8,0.375,37,,3,12,,1,,,4.0,,
09/20/2019,@ Grand Canyon,W 3 - 0,,,,,,,,,,,,,,,,,,
09/21/2019,"Omaha @ Phoenix, AZ",L 2 - 3,1,1,,0,0,1,0.000,1,,,,,,,,,,
09/21/2019,"Idaho @ Phoenix, AZ",W 3 - 2,,,,,,,,,,,,,,,,,,
09/24/2019,@ UC Santa Barbara,L 2 - 3,,,,,,,,,,,,,,,,,,
09/28/2019,Hawaii,L 1 - 3,,,,,,,,,,,,,,,,,,
10/05/2019,Long Beach St.,L 1 - 3,1,1,,0,0,0,,1,,,,,,,,,1,
10/10/2019,@ UC Riverside,W 3 - 0,3,1,,1,2,6,-0.167,36,,2,5,,,6,,4.0,1,
10/13/2019,@ UC Davis,L 2 - 3,5,1,,1,0,2,0.500,23,,2,4,1,,,,1.0,,
10/18/2019,UC Irvine,W 3 - 2,5,1,,0,0,1,0.000,28,,1,9,,,,,,1,
10/19/2019,Cal St. Fullerton,W 3 - 0,3,1,,0,0,1,0.000,22,,1,3,,,,,,,
10/26/2019,@ Long Beach St.,L 2 - 3,5,1,,0,0,0,,19,1,2,8,,,,,1.0,,
10/29/2019,@ Cal Poly,L 0 - 3,3,1,,0,0,0,,13,,2,6,,,,,,,
11/01/2019,UC Davis,W 3 - 0,3,1,,0,0,1,0.000,22,,1,5,,,,,,,
11/02/2019,UC Riverside,W 3 - 0,3,1,,0,0,1,0.000,15,,,5,,,,,,,
11/08/2019,@ Cal St. Fullerton,W 3 - 1,4,1,,0,0,1,0.000,27,,,7,,,,,,,
11/09/2019,@ UC Irvine,W 3 - 2,5,1,,0,0,0,,20,1,1,4,,,,,1.0,3,
11/15/2019,Cal Poly,L 0 - 3,3,1,,0,0,0,,11,,,4,,,,,,,
11/16/2019,UC Santa Barbara,L 0 - 3,3,1,,0,0,0,,15,,1,4,,,,,,,
11/21/2019,@ Hawaii,L 0 - 3,3,1,,0,0,0,,11,,1,2,,,,,,,
