Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
08302019,@ Weber St.,L 1 - 3,4,58,28,165,0.182,55,3,15,70,8,3,8,0,68.0
08302019,"CSUN @ Ogden, UT",W 3 - 2,5,57,24,153,0.21600000000000003,51,8,11,56,5,0,6,0,68.0
08312019,"Portland @ Ogden, UT",W 3 - 2,5,59,14,139,0.324,57,9,14,62,5,5,20,0,83.0
09062019,@ UC Irvine,L 1 - 3,4,55,20,138,0.254,49,11,15,56,10,0,8,0,70.0
09072019,"California @ Irvine, CA",L 0 - 3,3,31,23,96,0.083,27,3,5,38,7,1,6,0,38.0
09072019,"North Carolina @ Irvine, CA",W 3 - 2,5,62,23,157,0.248,60,8,17,64,7,0,11,2,75.5
09132019,Idaho,L 2 - 3,5,73,23,189,0.265,71,5,19,77,7,4,12,1,88.0
09132019,Texas Tech,L 2 - 3,5,74,26,172,0.27899999999999997,72,10,11,65,7,1,14,5,92.0
09142019,Pacific,L 1 - 3,4,44,22,129,0.171,39,5,8,43,6,3,18,3,61.0
09192019,Arizona St.,L 2 - 3,5,52,22,152,0.19699999999999998,47,8,16,52,6,1,12,3,67.0
09212019,Kansas,W 3 - 1,4,48,24,134,0.179,44,5,11,58,4,4,28,7,71.0
09262019,@ Wyoming,L 2 - 3,5,62,27,156,0.22399999999999998,58,6,18,56,1,0,10,2,73.0
09282019,Colorado St.,L 1 - 3,4,48,19,132,0.22,43,5,23,47,5,0,10,3,58.0
10032019,@ San Diego St.,W 3 - 1,4,63,26,148,0.25,54,8,12,46,5,2,6,0,76.0
10052019,@ Fresno St.,W 3 - 2,5,64,31,194,0.17,58,8,10,81,3,3,24,1,87.0
10102019,Utah St.,W 3 - 0,3,48,16,95,0.337,44,14,15,43,4,1,4,0,65.0
10122019,Boise St.,W 3 - 2,5,70,28,192,0.21899999999999997,69,7,14,89,1,3,8,2,84.0
10172019,@ San Jose St.,W 3 - 0,3,41,9,102,0.314,40,7,10,51,2,2,4,2,52.0
10192019,@ Nevada,W 3 - 1,4,53,22,135,0.23,52,9,14,62,4,2,14,2,71.0
10222019,New Mexico,W 3 - 1,4,62,13,131,0.374,54,9,15,53,5,2,12,1,79.0
10242019,Air Force,W 3 - 1,4,44,20,114,0.21100000000000002,36,12,18,45,4,1,6,3,60.0
10312019,Fresno St.,W 3 - 1,4,48,20,126,0.222,42,9,19,63,6,3,8,3,64.0
11022019,San Diego St.,L 1 - 3,4,56,29,169,0.16,53,8,11,64,1,5,8,1,73.0
11072019,@ Boise St.,W 3 - 2,5,68,25,167,0.257,65,11,8,62,5,4,12,1,89.0
11092019,@ Utah St.,W 3 - 1,4,63,26,128,0.289,62,6,18,47,4,1,16,0,78.0
11142019,Nevada,W 3 - 1,4,56,28,153,0.183,52,8,17,69,1,3,12,3,73.0
11162019,San Jose St.,W 3 - 0,3,39,9,99,0.303,35,12,5,44,3,1,10,3,57.0
11192019,@ New Mexico,W 3 - 1,4,52,22,138,0.217,50,8,11,52,4,2,16,3,70.0
11232019,@ Air Force,W 3 - 0,3,39,12,100,0.27,36,5,7,45,5,2,8,1,50.0
12052019,"Kansas City @ Vermillion, SD",W 3 - 1,4,56,23,141,0.23399999999999999,52,11,9,61,10,1,18,1,77.0
12062019,@ South Dakota,L 0 - 3,3,43,17,114,0.228,41,3,7,45,3,1,7,1,50.5
