0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,@ Ohio St.,L 1 - 3,,4,1,0,0,1,,,1,2,9,3,,,,1.0,,
08/25/2018,"Texas A&M @ Columbus, Ohio",L 1 - 3,,4,1,0,0,0,,1,2,1,4,4,,,,2.0,,
08/25/2018,"Ohio @ Columbus, Ohio",L 1 - 3,,4,1,0,0,0,,1,2,2,8,2,,,,2.0,,
08/31/2018,"Southeastern La. @ West Point, N.Y.",W 3 - 1,,4,1,1,0,2,0.500,2,1,,3,1,,,,2.0,,
08/31/2018,@ Army West Point,L 2 - 3,,5,1,0,0,1,,,1,1,14,2,,,,1.0,,
09/01/2018,"Hofstra @ West Point, N.Y.",L 0 - 3,,3,1,0,0,0,,,,1,1,2,,,,,,
09/07/2018,@ FGCU,W 3 - 2,,5,1,1,0,1,1.000,1,,1,6,,,,,1.0,,
09/07/2018,"Western Ill. @ Fort Myers, Fla.",W 3 - 0,,3,1,0,0,1,,,1,2,11,,,,,1.0,,
09/08/2018,"West Virginia @ Fort Myers, Fla.",W 3 - 0,,3,1,0,0,0,,,,1,4,1,,,,,,
09/14/2018,@ Michigan St.,L 0 - 3,,3,1,0,0,0,,1,,,3,3,,,,,,
09/15/2018,"Western Mich. @ East Lansing, Mich.",L 0 - 3,,3,1,0,0,0,,,1,,5,,,,,1.0,,
09/15/2018,"UAB @ East Lansing, Mich.",W 3 - 0,,3,1,0,0,0,,,1,,6,2,,,,1.0,,
09/23/2018,Siena,W 3 - 0,,3,1,0,0,0,,,,1,13,,,,,,,
09/28/2018,Binghamton,W 3 - 1,,4,1,0,0,1,,,,,5,2,,,,,,
09/30/2018,UMBC,W 3 - 1,,4,1,0,0,0,,,2,2,6,,,,,2.0,,
10/05/2018,@ Stony Brook,L 1 - 3,,4,1,0,0,1,,,,,4,,,,,,,
10/07/2018,@ Hartford,W 3 - 0,,3,1,0,0,0,,1,,,1,1,,,,,,
10/12/2018,@ UMass Lowell,W 3 - 1,,4,1,0,0,0,,,,1,3,,,,,,,
10/14/2018,@ New Hampshire,W 3 - 2,,5,1,0,0,1,,,,,5,1,,,,,,
10/26/2018,@ UMBC,W 3 - 1,,4,1,0,0,0,,1,,,8,,,,,,,
10/28/2018,@ Binghamton,W 3 - 2,,5,1,0,0,1,,,,1,12,,,,,,,
11/02/2018,Hartford,W 3 - 0,,3,1,0,0,0,,1,,1,9,,,,,,,
11/04/2018,Stony Brook,L 0 - 3,,3,1,0,0,4,,,1,,4,,,,,1.0,,
11/09/2018,New Hampshire,W 3 - 1,,4,1,0,0,1,,,3,2,11,,,,,3.0,,
11/10/2018,UMass Lowell,L 1 - 3,,4,1,0,0,2,,2,,3,10,,,,,,,
11/16/2018,"New Hampshire @ Stony Brook, N.Y.",W 3 - 0,,3,1,0,0,0,,,3,,10,1,,,,3.0,,
11/17/2018,@ Stony Brook,L 2 - 3,,5,1,0,0,0,,1,,1,8,,,,,,,
